Node 151		2.2806699999999998	3.7956	7.81147	5.424989999999999	0.79024	3.3078700000000003	2.614	3.22523	8.00631	1.3946699999999999	4.32848	5.3573	4.04099	2.7431400000000004	1.4555	1.34191	2.7575	3.42869	2.87285	0.0	0.0	0.0	0.0
Node 123		4.7102699999999995	6.58223	1.66999	3.5897400000000004	4.59101	7.94835	3.8082900000000004	3.5332799999999995	4.22395	4.656219999999999	5.39812	3.67115	3.2483999999999997	4.97175	3.3422899999999998	1.50347	7.30867	5.41795	3.72074	0.0	0.0	0.0	0.0
Node 178		4.1664	3.05836	1.8577	5.8340700000000005	5.0234000000000005	4.71028	1.81674	0.80082	0.0	1.79617	2.80578	3.3099200000000004	0.9491599999999999	1.71288	4.95995	5.59062	3.5043100000000003	2.77909	3.37543	0.7885700000000001	0.0	0.0	0.0
Node 120		3.86547	6.77981	4.23274	4.39627	4.54755	5.52775	2.20973	2.48303	5.4697700000000005	3.6644500000000004	2.9168	3.67392	4.2195599999999995	5.03537	5.53465	4.35465	4.26604	3.9525200000000003	1.41312	1.90837	0.0	0.0	0.0
Node 131		1.6489299999999998	4.2545	4.46071	3.9528800000000004	2.90008	3.41928	4.47649	1.80057	6.23383	4.32288	3.50971	3.87504	5.27319	1.84124	1.98155	0.69146	3.4642899999999996	1.86289	4.14152	0.7885700000000001	0.0	0.0	0.0
Node 144		2.75031	7.23796	3.13889	2.24958	4.91418	2.5176	2.32302	3.6105	3.76692	3.7392300000000005	2.57586	5.45817	1.98389	1.19767	4.685700000000001	3.71078	6.75991	9.15334	1.51527	0.0	0.0	0.0	0.0
Node 87		4.07001	2.4796300000000002	3.9959700000000002	7.3072	5.918410000000001	0.67551	4.1975999999999996	1.20039	3.2264399999999998	3.70995	4.13899	4.41242	3.19461	3.70557	3.6462799999999995	3.1500399999999997	4.15045	4.03421	4.078119999999999	0.0	0.0	0.0	0.0
Node 35		2.73846	2.49094	4.02705	4.16017	1.52619	1.9991999999999999	3.9579999999999997	3.83093	4.0643899999999995	2.46959	3.6138000000000003	0.64885	0.0	1.90572	6.223809999999999	4.50987	3.4116100000000005	3.53888	0.7976099999999999	0.0	0.0	0.0	0.0
Node 117		2.06238	3.3757500000000005	4.21587	5.38504	2.04809	5.94279	3.6553000000000004	3.63858	2.08571	3.8924	3.6802300000000003	5.72429	1.83165	4.3123000000000005	7.49045	4.32357	4.501539999999999	3.42869	3.01107	0.0	0.0	0.0	0.0
Node 82		1.27593	4.24862	5.1624799999999995	4.40794	4.24723	3.4703699999999995	3.0928899999999997	1.50082	3.7081799999999996	2.65503	5.49775	6.3179799999999995	1.19641	4.5944899999999995	2.56937	2.53438	8.974509999999999	2.44861	6.2107	0.53308	0.0	0.0	0.0
Node 116		4.6348199999999995	4.31119	3.72022	5.718850000000001	2.68913	3.51432	1.28337	2.01668	5.71425	5.079899999999999	4.5673900000000005	4.81201	4.92551	2.25509	3.3992	2.33518	4.34291	4.50929	2.7365899999999996	0.0	0.0	0.0	0.0
Node 119		3.7962999999999996	7.09165	3.43303	4.8465	4.57796	5.0338899999999995	3.71946	4.23802	1.70108	1.72118	4.21074	4.97783	2.90993	7.18018	5.66131	2.21669	5.61457	4.11203	2.56163	0.0	0.0	0.0	0.0
Node 140		4.09436	2.45972	2.39892	3.10077	4.726509999999999	5.03206	1.4742	4.02692	3.7514400000000006	3.3373899999999996	1.66425	3.30515	5.9801899999999995	1.79368	3.0186100000000002	2.48212	6.17354	2.66291	3.98351	0.0	0.0	0.0	0.0
Node 181		4.87608	5.144640000000001	4.40014	2.54015	3.6763999999999997	5.70934	0.0	2.95191	4.379770000000001	5.18688	7.15175	6.59197	1.15483	2.77349	4.008579999999999	1.8563699999999999	5.06191	1.67998	2.76782	1.5985699999999998	0.0	0.0	0.0
Node 130		3.3606700000000003	4.64083	3.33213	3.77937	2.0058800000000003	5.06201	0.69743	2.02184	4.181	1.79617	4.69672	2.31352	4.47491	3.19398	0.53181	2.8162	2.3910899999999997	3.54465	2.52788	1.74085	0.0	0.0	0.0
Node 171		2.63528	3.2150600000000003	4.05835	5.54298	2.07414	7.528079999999999	3.37811	2.47704	6.07602	2.2303699999999997	4.2704699999999995	4.11716	2.22087	2.87478	4.599749999999999	6.24854	3.9546699999999997	1.23949	3.8714600000000003	0.0	0.0	0.0	0.0
Node 139		0.93107	3.5641	0.78625	7.08313	6.97895	3.72547	4.28174	2.96635	3.35941	3.54892	4.66585	1.14151	0.79901	2.96457	2.19866	5.05704	5.40271	0.65445	1.51708	0.0	0.0	0.0	0.0
Node 13		4.71248	4.01726	1.6721300000000001	6.3358	4.03828	4.833069999999999	3.4707799999999995	4.88687	4.63244	4.75708	3.3912699999999996	2.53584	5.48777	3.41898	4.92048	3.81146	8.29721	5.76959	2.62337	0.8099999999999999	0.0	0.0	0.0
Node 104		4.28289	6.95742	3.3767199999999997	6.18376	5.01861	3.8287799999999996	4.20492	1.3088600000000001	2.19799	5.2233	5.88245	4.63442	3.7153699999999996	5.06703	6.42446	2.44687	4.16216	6.36902	1.6942499999999998	0.0	0.0	0.0	0.0
Node 78		3.13781	3.73647	1.5947200000000001	6.4200800000000005	4.487830000000001	3.24842	2.08097	2.2952299999999997	3.57086	3.1630100000000003	5.65771	4.81706	3.92487	1.70473	0.8662700000000001	4.6753	6.7825999999999995	6.48166	3.2545499999999996	0.0	0.0	0.0	0.0
Node 76		3.82057	5.845000000000001	2.61046	3.99616	2.19109	3.98905	5.4021	2.08143	3.02859	1.5046300000000001	5.49061	4.17835	3.1539699999999997	0.98681	7.0902	1.37913	5.61294	6.36317	2.71698	1.71942	0.0	0.0	0.0
Node 112		2.94068	2.42706	3.59167	10.37518	4.34034	2.24568	2.86862	4.1965900000000005	5.32946	2.56569	3.87961	1.87845	4.93307	3.7248499999999996	4.69799	3.07504	2.31915	4.33596	2.0920199999999998	0.0	0.0	0.0	0.0
Node 3		2.99415	3.94998	1.5753300000000001	8.188979999999999	3.2068600000000003	2.72875	4.56031	2.25945	3.39241	3.21998	3.7141800000000003	1.80564	2.4493899999999997	4.59405	2.4139299999999997	3.6297099999999998	1.9007	4.60407	3.04469	0.0	0.0	0.0	0.0
Node 5		1.44317	3.51329	3.8330200000000003	3.1692299999999998	4.24796	1.28418	2.56244	3.1538299999999997	2.91894	2.9166999999999996	3.29678	2.9779	3.7152600000000002	5.08911	2.30089	5.07424	4.2873399999999995	2.49213	7.2587600000000005	0.0	0.0	0.0	0.0
Node 142		2.06524	3.06652	5.13356	6.23537	2.30155	5.29577	0.0	1.80313	3.42734	4.08136	2.44581	2.93385	3.4188799999999997	5.971089999999999	4.25434	2.25442	8.40206	3.30765	2.5873299999999997	0.7885700000000001	0.0	0.0	0.0
Node 174		5.12986	8.87868	3.51406	4.96316	4.59942	3.08116	2.71899	3.5256000000000003	3.9320500000000003	3.2244200000000003	3.59429	2.7629799999999998	3.0713399999999997	1.97776	3.21908	3.08382	4.22666	1.53673	2.9656499999999997	0.0	0.0	0.0	0.0
Node 34		1.30169	4.16913	3.13889	5.32197	4.13343	3.7889600000000003	7.04838	3.43989	6.2863299999999995	3.25783	4.07414	2.93385	2.9293	7.85025	0.61919	1.32932	4.00038	3.4631299999999996	3.62336	0.0	0.0	0.0	0.0
Node 185		3.09212	4.39231	1.91189	9.37525	5.38367	8.629340000000001	3.8808700000000003	6.87057	5.51244	5.38154	4.54855	4.6833100000000005	3.6632900000000004	4.738860000000001	2.99195	6.02135	5.71823	5.52635	2.86272	0.8099999999999999	0.0	0.0	0.0
Node 0		6.02632	0.98641	5.164429999999999	4.59817	2.108	10.83441	2.45059	1.47729	0.0	1.4331	5.29862	5.60522	1.50807	2.4832300000000003	6.55358	4.0073	1.87381	3.95117	1.71627	0.0	0.0	0.0	0.0
Node 38		1.17557	2.8887099999999997	3.4914599999999996	3.88261	3.4961800000000003	1.56314	1.2791000000000001	2.4920299999999997	6.05333	2.6895700000000002	2.1413	2.13023	2.6887600000000003	4.161630000000001	6.14974	4.29411	3.12787	5.97241	3.31379	1.86121	0.0	0.0	0.0
