Node 139		15.76262	25.02301	33.55104	44.871359999999996	55.36922	67.00226	76.7445	85.09231	95.1784	98.39868	99.07464	99.02125000000001	99.14439	98.4918	99.6846	99.02242	99.78815	98.90508	98.83677	98.57829	99.91814	99.23916	98.62944	98.05503	94.63287	99.19011	99.41657000000001	99.66796	98.94424000000001	96.90391000000001	98.56747999999999	99.46967	98.67359	97.77528	96.91804	98.32164	98.64329	98.97852999999999	98.3528	99.29922	98.80914	98.80142	96.47253	97.17923	95.69627	97.89544	98.54843	94.53998999999999	99.08733	98.95258	99.49388	98.44055	98.71637	98.555	98.36675	95.33388000000001	98.23669000000001	99.882	95.85578	98.92058	98.57787	98.44609	99.01788	99.23876	98.66392	97.07373	99.26274000000001	96.86728	98.32630999999999	94.57436	97.44511	98.5393	98.38868	93.70719	98.55487000000001	98.0354	97.7075	96.89986999999999	97.27085	98.96826	99.48468	99.00750000000001	99.04426	91.72733	88.43422	79.99183	69.46075	60.605540000000005	53.23227000000001	44.13812	34.410560000000004	25.627080000000003	15.781870000000001	8.115559999999999	0.0
Node 93		13.686290000000001	24.83801	34.43262	44.31149	56.79839	67.65154	76.71625	85.09231	96.99135	98.95855	99.57571	99.99415	98.93105	99.12407	98.67611	99.22603	99.12124	99.50306	98.37393	98.73957	99.75872	99.78519	98.9263	99.05183	98.56901	95.71229	98.97252	98.99001	99.6716	97.64249000000001	99.14699	98.66513	99.02294	96.38604	97.76604	99.49860000000001	99.84993	98.17275	97.99499	99.05963	98.55454999999999	99.77751	95.83301	96.98367	98.12371	96.76063	96.17470999999999	98.93014	99.92513	99.86331	99.10848	97.78855	95.9769	98.59993	98.27601	96.10902999999999	97.56192999999999	98.31626	98.36839	99.05427	98.73766	99.12003	98.3875	97.72326	95.66212	96.81383	98.73388	98.05342999999999	97.72887	98.44391999999999	97.40474999999999	99.51319	98.96268	98.07757000000001	98.07129	97.93902	98.14963	99.72103	99.33209	98.71862999999999	99.27372	98.34857	95.69991	91.72733	88.43422	79.99183	69.46075	60.605540000000005	53.23227000000001	44.13812	34.410560000000004	25.627080000000003	15.781870000000001	8.115559999999999	0.0
Node 95		15.027190000000001	23.22399	34.43262	45.90054	56.79839	66.99134	76.71625	87.29108	95.1784	99.57856000000001	99.61957	99.71345000000001	99.7162	98.80487	98.87936	99.14686	99.88541	98.89146	98.80594	99.86156000000001	99.55237	98.91404	99.96707	96.18211	96.22925	99.05055	98.78291999999999	99.47046	98.5416	98.05302999999999	99.83684000000001	98.76244	99.444	97.8403	98.6905	97.87322	95.7282	98.42571	96.45721	99.26974	98.60261	99.97154	99.22326	97.7979	94.60209	98.20727000000001	96.30265	98.46762	98.15791	98.56241	99.91329	98.97614	98.90401	98.93366	98.65462000000001	99.81853000000001	96.4623	99.07065	99.58601	99.71703	99.82634999999999	99.73559	99.3145	98.01834000000001	97.27407	98.6418	90.62373000000001	98.62347	98.50478	93.7493	98.95308	99.32477	99.0475	99.0048	99.36091	97.64126	98.99387	99.20801	98.68571	99.49669	98.76491	98.91922	95.61668	91.72733	88.43422	79.99183	69.46075	60.605540000000005	53.23227000000001	44.13812	34.410560000000004	25.627080000000003	15.781870000000001	8.115559999999999	0.0
Node 15		14.48669	23.05699	35.84706	44.31149	57.46154	66.99134	76.7445	86.35737	96.12805	98.87650000000001	98.72883	98.304	98.304	99.27888	98.79331	99.94037	99.5695	98.98491	99.1605	98.27501	98.91908000000001	99.64341	99.52824	95.77884	97.13502000000001	99.27932	99.78397	98.78105000000001	99.94716	98.03143	99.52543	98.99388	99.55087999999999	98.34619	98.95203000000001	96.45584000000001	99.58498999999999	98.4357	97.19989	99.8156	98.63380000000001	99.53529	98.04365	98.20364000000001	98.4879	96.82294999999999	98.99299	97.40708000000001	99.60992	99.13427999999999	99.51881	97.30618	98.93318	98.78526	99.4761	99.82502	99.64467	98.07589	99.89641999999999	98.82535999999999	99.12684	99.46091	98.89953	98.9839	98.41145999999999	98.18267	95.44308000000001	98.31308	97.54658	97.75195	97.29576	98.93114	98.90299	99.29989	98.13437	99.19506	97.43393	98.44309	96.72675	98.53596	99.47233	98.55606999999999	95.20011000000001	91.72733	88.43422	79.99183	69.46075	60.605540000000005	53.23227000000001	44.13812	34.410560000000004	25.627080000000003	15.781870000000001	8.115559999999999	0.0
Node 177		12.781120000000001	25.18021	35.76301	45.03784	56.46347	65.36644	74.29595	85.09231	94.18663000000001	99.2224	99.59877	99.54054	99.49898	99.32489	99.49334	98.54514	99.61608	98.30255	98.43021	98.56029	99.1606	98.47237	99.29721	96.10113	96.40250999999999	98.85747	99.39486	99.53926	98.74237000000001	98.76049	99.09551	99.61015	98.82845999999999	95.93015	99.04319000000001	96.99023	99.11651	98.84309	99.94802	98.84671	98.73868999999999	98.33227	97.71896	95.60684	98.96433999999999	98.99503	98.6083	96.86469	97.96681000000001	98.9507	98.20441	98.36113	95.7649	99.96453	98.12008	99.09228	95.27575	99.07584	97.66911	99.37365	99.86351	98.73581	99.04203	98.4331	97.84805	98.61552999999999	99.13444	98.55243	99.28411	97.18515	99.29551	98.63625	98.44756	96.11981	96.83672	98.27129	98.85861	99.69524	98.99655	98.63658	99.58534	98.30706	98.0872	91.72733	88.43422	79.99183	69.46075	60.605540000000005	53.23227000000001	44.13812	34.410560000000004	25.627080000000003	15.781870000000001	8.115559999999999	0.0
Node 28		15.76262	21.533450000000002	34.99843	45.82818	55.800320000000006	66.99134	76.71625	86.75155	96.056	99.0983	98.55893	98.92773	99.79654	98.35308	98.79687	98.82117000000001	99.35262999999999	98.59331	98.79678	98.48434999999999	98.71681	98.33908	98.72826	98.6526	98.32704	98.64885	98.70645	98.93812	98.67498	97.84264	99.19118	98.71869	99.86912	97.87903999999999	98.20849	98.55296	98.55411	98.75355	94.43084999999999	97.39807	98.90122	99.05497	97.87718	99.96746	98.76427	98.88179000000001	98.65218	98.22113	96.42998	98.37098	99.02589	98.5836	98.07559	99.99588	98.66543	97.9314	97.88855	99.29575	98.01608	99.93669	99.4781	98.68612	98.98429	98.15764999999999	96.1805	98.18067	99.00548	98.72428	98.58611	92.05674	97.63698	98.79063000000001	98.47194999999999	95.9761	98.31028	98.19912	94.27445	98.99128999999999	99.29146	98.88405	99.59469	98.92305	98.43626	91.72733	88.43422	79.99183	69.46075	60.605540000000005	53.23227000000001	44.13812	34.410560000000004	25.627080000000003	15.781870000000001	8.115559999999999	0.0
Node 181		14.48669	23.22399	34.99843	43.049749999999996	57.46154	63.10505	74.61624	85.68303	95.92237	99.56751	98.97148999999999	99.53463	98.77785999999999	98.51483	98.92778	98.37686	98.78112999999999	99.30183	99.90678	99.18811	98.5046	98.47251	99.07804999999999	96.62951	97.75753999999999	96.91386	99.42591	98.96177	98.94109	96.34911000000001	99.12601	99.11263	99.44326	97.88672000000001	98.69993000000001	99.07178	97.89936	99.85618000000001	98.59381	98.95022999999999	98.80508999999999	98.49356999999999	97.21632	97.95806999999999	98.65726000000001	99.97625	98.10449	98.98052	99.32262	99.38053	99.95841	98.22522000000001	97.87266	98.72048	99.095	98.88549	98.47517	94.13037	99.14560999999999	98.45487	99.76925	98.22415	99.37067	98.83852	97.34614	97.98930999999999	99.91469	98.92595	94.41649	98.18187999999999	97.69753	99.66743	98.54603	95.17605999999999	99.37232	92.89668	98.29825	98.84739	99.04439	98.50491	99.00836	98.9348	95.84971	91.72733	88.43422	79.99183	69.46075	60.605540000000005	53.23227000000001	44.13812	34.410560000000004	25.627080000000003	15.781870000000001	8.115559999999999	0.0
Node 46		15.819410000000001	26.957140000000003	34.43262	48.322540000000004	57.46154	67.65154	77.49482	86.61674000000001	96.12805	99.70323	98.61432	98.48439	98.47637	98.83982	99.24819000000001	98.67082	98.75306	99.94688000000001	99.68951	99.40987	99.37937	98.72997	99.07959	98.29856	96.20191	93.9557	99.53906	99.98335	99.87108	98.14541	98.42859	99.64388	99.18381	97.09113	98.79734	96.08139999999999	98.09837999999999	98.65036	97.67613	99.44962000000001	98.19001	99.82381000000001	98.36901	98.58085	99.99673999999999	99.2342	97.77679	94.35759	99.74997	98.76511	99.34736	98.65304	97.66356999999999	98.61445	99.31038	98.91083	99.10403	99.80848	98.41417	99.34449	98.65053	97.77317	99.45199	98.48649	96.21995	98.71592	98.76686	98.57875	97.9812	96.96637	98.92615	98.36591999999999	99.18536999999999	98.76058	97.93965	94.48603	99.30303	98.2023	98.93418	97.83239999999999	98.74501	98.51457	98.42499000000001	91.72733	88.43422	79.99183	69.46075	60.605540000000005	53.23227000000001	44.13812	34.410560000000004	25.627080000000003	15.781870000000001	8.115559999999999	0.0
Node 24		14.48669	27.584750000000003	34.43262	44.31149	55.800320000000006	66.99134	75.25009	86.02602	96.04169999999999	99.86225	99.70206	98.97025000000001	99.74934	99.70215	99.03774	99.11843	99.04129	98.75517	99.87226	98.74424	99.44527	98.75335	98.92985	97.41076	97.15731	99.2999	99.36345	99.94734	98.82003	99.76850999999999	98.60042	99.00962	98.76876	96.21965999999999	98.63775	99.31116	99.03018	99.16949000000001	96.68516	98.81697	97.83553	98.49082	98.23458000000001	98.83523	99.59080999999999	98.32806	96.01877	97.17222	98.67177000000001	98.11955999999999	98.9408	98.29543	92.54944	98.72011	98.84733	97.96041	97.48785	99.59194	98.98381	98.65975	98.78859	99.93251	98.73541	98.84993	94.57569	99.17441	97.92102	97.23150000000001	99.81325	95.24797000000001	98.96244	98.76422000000001	98.97923	98.72282	98.78618999999999	97.00292999999999	96.58829	98.83211	98.89766	99.17705	98.60768	99.76422000000001	98.36279	91.72733	88.43422	79.99183	69.46075	60.605540000000005	53.23227000000001	44.13812	34.410560000000004	25.627080000000003	15.781870000000001	8.115559999999999	0.0
Node 143		16.45563	23.8516	36.98952	44.31149	56.79839	65.32200999999999	74.20877999999999	86.02602	95.1784	99.08888999999999	99.74450999999999	99.51017	99.24444	98.97517	99.0432	98.70601	99.75084	98.64540000000001	99.11793	99.49	99.11033	99.01576	99.98135	98.09301	98.90706999999999	99.56141	98.75824	99.09201	99.10926	95.01993	98.30039000000001	99.91011	99.46711	97.52942999999999	98.59141	99.25324	97.16590000000001	99.77354000000001	96.72416	98.28505	98.27033	98.7091	96.59575000000001	99.48916	96.21835	98.20023	97.44556	97.91926	94.98535	98.40012999999999	99.61330000000001	97.9065	98.53057	98.91830999999999	99.32835	99.66743	98.87114	98.45051000000001	98.3412	98.68566	98.56894	98.9201	98.53385999999999	98.61986	98.62357	97.74064	98.65724	99.14410000000001	98.22287	98.82773	99.50766	98.67133	98.64098999999999	95.58208	98.62598	97.95811	98.3421	98.35738	99.12868	97.48597	99.44787000000001	99.66581	97.53715	91.72733	88.43422	79.99183	69.46075	60.605540000000005	53.23227000000001	44.13812	34.410560000000004	25.627080000000003	15.781870000000001	8.115559999999999	0.0
